,candidate_name,office_name,committee_name,election_name,filler_nid,election_year,fppc_id,treasurer,is_terminated,status,filer_name,filer_type,city,state,zip
70,"Tapia-Juarez, Jesse",City Council - City of Oakland - 6,"Tapia-Juarez, Jesse",11/8/2022 - General,204056125,2022,,,False,ACTIVE,"Tapia-Juarez, Jesse",['Person'],Oakland,CA,94605
71,"Zazaboi, Yakpasua",City Council - City of Oakland - 6,ZAZABOI FOR OAKLAND CITY COUNCIL DISTRICT 6 2022; YAKPASUA,11/8/2022 - General,204054957,2022,1449857,"Zazaboi, Yakpasua",True,TERMINATED,ZAZABOI FOR OAKLAND CITY COUNCIL DISTRICT 6 2022; YAKPASUA,['Candidate or Officeholder'],Oakland,CA,94605
72,"Hudson - Manigo, Pecolia",Director - Oakland Unified School District - 4,Committee to Support Pecolia Manigo for Oakland School Director 2022,11/8/2022 - General,203955061,2022,1448946,,False,ACTIVE,Committee to Support Pecolia Manigo for Oakland School Director 2022,['Candidate or Officeholder'],Oakland,CA,94619
73,"Hutchinson, Michael",Director - Oakland Unified School District - 4,Mike Hutchinson for Oakland School Board 2022,11/8/2022 - General,204218262,2022,1449393,"Johnson, Chelsea",True,TERMINATED,Mike Hutchinson for Oakland School Board 2022,['Candidate or Officeholder'],Lakeport,CA,95453
74,"Resnick, Nick",Director - Oakland Unified School District - 4,Nick Resnick for Oakland School Board 2022 District 4,11/8/2022 - General,202521854,2022,1446325,"Guzman, Ben",False,ACTIVE,Nick Resnick for Oakland School Board 2022 District 4,['Candidate or Officeholder'],Oakland,CA,94602
75,"Joiner, Lanenna ""Nenna""",City Council - City of Oakland - 4,NENNA JOINER FOR OAKLAND CITY COUNCIL D4 2022,11/8/2022 - General,204185195,2022,pending,,True,TERMINATED,NENNA JOINER FOR OAKLAND CITY COUNCIL D4 2022,['Candidate or Officeholder'],Oakland,CA,94619
76,"Mart, Bradley",City Council - City of Oakland - 4,"Mart, Bradley",11/8/2022 - General,204429780,2022,,,False,ACTIVE,"Mart, Bradley",['Person'],Oakland,CA,94618
77,"Ramachandran, Janani",City Council - City of Oakland - 4,Janani Ramachandran for Oakland City Council District 4 2022,11/8/2022 - General,201330975,2022,1442792,"Reyes, Susan",False,ACTIVE,Janani Ramachandran for Oakland City Council District 4 2022,['Candidate or Officeholder'],Oakland,CA,94602
78,"Webb, Rania",City Council - City of Oakland - 4,"Webb, Renia",11/8/2022 - General,203464925,2022,,,False,ACTIVE,"Webb, Renia",['Person'],Oakland,CA,94611
79,"Ruby, Courtney",City Auditor - City of Oakland,"Ruby, Courtney",11/8/2022 - General,204707266,2022,,,False,ACTIVE,"Ruby, Courtney",['Person'],Oakland,CA,94605
80,"Kaplan, Rebecca",Supervisor District 3,,6/7/2022 - Special,,2022,,,,,,,,,
81,"Clay, Aaron",City Council - City of Oakland - 7,Aaron Clay for Oakland City Council 2020,11/3/2020 - General,191295439,2020,1428941,"Robertson, Larry",True,TERMINATED,Aaron Clay for Oakland City Council 2020,['Candidate or Officeholder'],Oakland,CA,94605
82,"Hodge, Marcie",City Council - City of Oakland - 7,Hodge 4 Oakland City Council 2020,11/3/2020 - General,185377815,2020,1423541,"Akhidenor, Christopher",True,TERMINATED,Hodge 4 Oakland City Council 2020,['Candidate or Officeholder'],Oakland,CA,94605
83,"Jackson, Robert",City Council - City of Oakland - 7,Bob Jackson for Oakland City Council 2020,11/3/2020 - General,178046032,2020,1421001,"Burney, Eric",True,TERMINATED,Bob Jackson for Oakland City Council 2020,['Candidate or Officeholder'],Oakland,CA,94603
84,"Reid, Treva",City Council - City of Oakland - 7,,11/3/2020 - General,,2020,,,,,,,,,
85,"Tatmon, Marchon",City Council - City of Oakland - 7,,11/3/2020 - General,,2020,,,,,,,,,
86,"Dannhaus, Austin",Director - Oakland Unified School District - 1,Austin Dannhaus for Oakland School Board 2020,11/3/2020 - General,191295909,2020,1427828,,True,TERMINATED,Austin Dannhaus for Oakland School Board 2020,['Candidate or Officeholder'],Oakland,CA,94608
87,"Davis, Benjamin ""Sam""",Director - Oakland Unified School District - 1,Davis for Oakland School Board 2020,11/3/2020 - General,180842931,2020,1419930,,True,TERMINATED,Davis for Oakland School Board 2020,['Candidate or Officeholder'],Oakland,CA,94608
88,"Thomas, Stacy",Director - Oakland Unified School District - 1,Stacy Thomas for Oakland School District 1 2020,11/3/2020 - General,191671936,2020,1432118,,True,TERMINATED,Stacy Thomas for Oakland School District 1 2020,['Candidate or Officeholder'],Oakland,CA,94608
89,"Dominguez Walton, Stephanie",City Council - City of Oakland - 1,Dominguez Walton for City Council 2020,11/3/2020 - General,180940178,2020,1418926,,True,TERMINATED,Dominguez Walton for City Council 2020,['Candidate or Officeholder'],Oakland,CA,94611
90,"Kalb, Dan",City Council - City of Oakland - 1,Re-Elect Dan Kalb Oakand City Council 2020,11/3/2020 - General,182101261,2020,1420085,"Owens, Stacy",True,TERMINATED,Re-Elect Dan Kalb Oakand City Council 2020,['Candidate or Officeholder'],Oakland,CA,94612
91,"Ngo, Tri",City Council - City of Oakland - 1,Tri Ngo Election Committee Oakland District 1 Councilmember Campaign 2020,11/3/2020 - General,183836272,2020,1426138,"Cook, Philip",True,TERMINATED,Tri Ngo Election Committee Oakland District 1 Councilmember Campaign 2020,['Candidate or Officeholder'],Oakland,CA,94608
92,"Edgerly, Maiya",Director - Oakland Unified School District - 3,Maiya Edgerly for School Board 2020,11/3/2020 - General,189811827,2020,1430558,,True,TERMINATED,Maiya Edgerly for School Board 2020,['Candidate or Officeholder'],Stockton,CA,95204
93,"Gash, Cherisse",Director - Oakland Unified School District - 3,CHERISSE GASH FOR OAKLAND SCHOOL BOARD DISTRICT 3 2020,11/3/2020 - General,187659659,2020,1428671,,False,ACTIVE,CHERISSE GASH FOR OAKLAND SCHOOL BOARD DISTRICT 3 2020,['Candidate or Officeholder'],Piedmont,CA,94620
94,"Hurty, Mark",Director - Oakland Unified School District - 3,Mark Hurty for Oakland School Board 2020,11/3/2020 - General,182332587,2020,1422177,"Hurty, Mark",True,TERMINATED,Mark Hurty for Oakland School Board 2020,['Candidate or Officeholder'],Oakland,CA,94610
95,"Santana, Maximo",Director - Oakland Unified School District - 3,"Santana, Maximo",11/3/2020 - General,191382090,2020,,,False,ACTIVE,"Santana, Maximo",['Person'],Oakland,CA,94607
96,"Williams, Van Cedric",Director - Oakland Unified School District - 3,"Van Cedric Williams for Oakland Unified School Board Seat 3, 2020",11/3/2020 - General,190141134,2020,1427826,"Williams, Van Cedric",False,ACTIVE,"Van Cedric Williams for Oakland Unified School Board Seat 3, 2020",['Candidate or Officeholder'],Oakland,CA,94611
97,"Ferran, Elias",City Attorney - City of Oakland,Elias Ferran for City Attorney 2020,11/3/2020 - General,190603336,2020,1426949,"Owens, Stacy",True,TERMINATED,Elias Ferran for City Attorney 2020,['Candidate or Officeholder'],Oakland,CA,94607
98,"Parker, Barbara",City Attorney - City of Oakland,Re-Elect City Attorney Barbara Parker 2020,11/3/2020 - General,190794094,2020,1427469,"Williams, Savannah",False,ACTIVE,Re-Elect City Attorney Barbara Parker 2020,['Candidate or Officeholder'],Oakland,CA,94610
99,"Fife, Carroll",City Council - City of Oakland - 3,Carroll Fife for City Council 2020 Officeholder,11/3/2020 - General,190792446,2020,1427585,"Johnson, Chelsea",False,ACTIVE,Carroll Fife for City Council 2020 Officeholder,['Candidate or Officeholder'],Antelope,CA,95843
100,"Gibson McElhaney, Lynette",City Council - City of Oakland - 3,Re-Elect Lynette Gibson-McElhaney for City Council 2020,11/3/2020 - General,183005094,2020,1421347,"Owens, Stacy",True,TERMINATED,Re-Elect Lynette Gibson-McElhaney for City Council 2020,['Candidate or Officeholder'],Oakland,CA,94607
101,"Scott, Seneca",City Council - City of Oakland - 3,Seneca Scott for Oakland City Council District 3 2020,11/3/2020 - General,191383750,2020,1446912,"Bourne, Lindsey",True,TERMINATED,Seneca Scott for Oakland City Council District 3 2020,['Candidate or Officeholder'],Oakland,CA,94607
102,"Semedar, Meron",City Council - City of Oakland - 3,Meron Semedar for Oakland City Council District 3,11/3/2020 - General,190812878,2020,1432998,"Semedar, Meron",True,TERMINATED,Meron Semedar for Oakland City Council District 3,['Candidate or Officeholder'],Oakland,CA,94612
103,"Taylor, Alexus",City Council - City of Oakland - 3,"Taylor, Alexus",11/3/2020 - General,191294998,2020,,,False,ACTIVE,"Taylor, Alexus",['Person'],Oakland,CA,94608
104,"Taylor, Faye",City Council - City of Oakland - 3,Faye Taylor Oakland City Council District #3 (2020),11/3/2020 - General,186108005,2020,1427385,"Taylor, Faye",True,TERMINATED,Faye Taylor Oakland City Council District #3 (2020),['Candidate or Officeholder'],Oakland,CA,94608
105,"Gaines, Leroy",Director - Oakland Unified School District - 5,Leroy Gaines for Oakland School Board 2020,11/3/2020 - General,191297482,2020,1431908,"Chaidez, Monica",True,TERMINATED,Leroy Gaines for Oakland School Board 2020,['Candidate or Officeholder'],Oakland,CA,94606
106,"Hutchinson, Michael",Director - Oakland Unified School District - 5,Mike Hutchinson for Oakland School Board 2020,11/3/2020 - General,187606039,2020,1429072,"Johnson, Chelsea",False,ACTIVE,Mike Hutchinson for Oakland School Board 2020,['Candidate or Officeholder'],Antelope,CA,95843
107,"Lawrence, Sheila",Director - Oakland Unified School District - 5,Sheila Pope Lawrence 4 OUSD School Board 2020,11/3/2020 - General,186526113,2020,1427317,"Hamilton, Josie",True,TERMINATED,Sheila Pope Lawrence 4 OUSD School Board 2020,['Candidate or Officeholder'],Oakland,CA,94602
108,"Lerma, Jorge",Director - Oakland Unified School District - 5,Jorge Lerma for Oakland School Board 2020,11/3/2020 - General,189891640,2020,1427022,"Dorado, Jose",False,ACTIVE,Jorge Lerma for Oakland School Board 2020,['Candidate or Officeholder'],Oakland,CA,94601
109,"Gallo, Noel",City Council - City of Oakland - 5,Re-Elect Noel Gallo for Oakland City Council 2020,11/3/2020 - General,191590062,2020,1429205,"Owens, Stacy",True,TERMINATED,Re-Elect Noel Gallo for Oakland City Council 2020,['Candidate or Officeholder'],Oakland,CA,94607
110,"Lopez-Meraz, Zoe",City Council - City of Oakland - 5,Zoe Lopez-Meraz for City Council 2020,11/3/2020 - General,191671604,2020,1429858,"Morgan, Alexis",True,TERMINATED,Zoe Lopez-Meraz for City Council 2020,['Candidate or Officeholder'],Oakland,CA,94602
111,"Raya, Richard S.",City Council - City of Oakland - 5,Richard Santos Raya for Oakland City Council District 5 2020,11/3/2020 - General,190823264,2020,1429104,"Raya, Richard S.",True,TERMINATED,Richard Santos Raya for Oakland City Council District 5 2020,['Candidate or Officeholder'],Oakland,CA,94601
112,"Johnson, Derreck",City Council Member At-Large - City of Oakland,Derreck Johnson for Oakland City Council 2020,11/3/2020 - General,190143027,2020,1426780,"Johnson, Derreck",False,ACTIVE,Derreck Johnson for Oakland City Council 2020,['Candidate or Officeholder'],Oakland,CA,94607
113,"Kaplan, Rebecca",City Council Member At-Large - City of Oakland,Rebecca Kaplan for City Council 2020 Officeholder,11/3/2020 - General,201334927,2020,1442274,"Johnson, Chelsea",False,ACTIVE,Rebecca Kaplan for City Council 2020 Officeholder,['Candidate or Officeholder'],Antelope,CA,95843
114,"Sidebotham, Nancy",City Council Member At-Large - City of Oakland,,11/3/2020 - General,,2020,,,,,,,,,
115,"Molina, Kristina",Director - Oakland Unified School District - 7,Kristina Molina for Oakland School Board 2020,11/3/2020 - General,189890894,2020,1426952,"Dorado, Jose",False,ACTIVE,Kristina Molina for Oakland School Board 2020,['Candidate or Officeholder'],Oakland,CA,94601
